,,A,Created,Company Name,Reason
3175,3174,,27/03/2024 15:51:03,jajannamsmsms,UauajjJjjIjJjzj
3176,3175,,27/03/2024 11:32:21,jangadeiro,"empresa completamente solta. CEO da empresa aparece 1 ou 2 vezes no mes e nem sabe oq ta acontecendo. péssimos profissionais, muita gente melindrosa. a Diretora do jornalismo nao gosta de ser contrariada, ela grita e se acha uma celebridade. tem gente com cargo de diretor mas nao faz porra nenhuma."
3177,3176,,27/03/2024 14:50:01,jazz tecnologia e soluções em meios de pagamentos ltda,"Uma empresa que demite sem motivos, com cultura tóxica e sem plano de carreira. Você só cresce e continua empregado se for amiguinho da gestão!"
3178,3177,,27/03/2024 06:45:44,jbs,"Gestão desatualizada, sem conhecimento e valorizando os profissionais errados"
3179,3178,,27/03/2024 13:57:58,jbs,tudo on premise
3180,3179,,27/03/2024 20:38:41,jbs,"Assédio moral, não pagamento de insalubridade, assédio sexual"
3181,3180,,27/03/2024 21:43:12,jbs,Péssimos salários. Todos os tipos de assédio. Ambiente tóxico.
3182,3181,,27/03/2024 21:56:28,jbs,"Líderes extremamente tóxicos, abusam psicologicamente dos funcionários. Pessoas indicadas pelos líderes tem aumentos progressivos e são intocáveis. Sem contar, na falta de respeito dos estrangeiros (venezuelanos). Tais como, xingamentos, agressão física e mental. Uma merda de empresa, se conter as barbare que acontece. Manipulação de indicadores, manipulação de gastos e custos. Simplesmente uma bagunça!"
3183,3182,,27/03/2024 15:28:04,jbs,"Foi meu primeiro emprego, mudei de estado e me demitiram com menos de um mês pois tive crise de ansiedade. Enquanto estive lá, vi funcionário chorando por sofrer assédio moral, chefes tomando energético à tarde pra dar conta do serviço, trabalham até altas madrugadas, além de ser uma jornada 44h seg à sexta, costumam trabalhar sábados e acham saudável."
3184,3183,,27/03/2024 10:03:40,jbs friboi,"Estão se lixando pro funcionário, se está com um nível de stress nas alturas, sobrecarga de trabalho e etc."
3185,3184,,27/03/2024 21:38:14,jbs/seara,"Tratam o colaborador como número, horas e horas trabalhadas, sábado, feriado,Domingo e dia santo pra depois meter o pé na bunda. Gestão totalmente despreparada causando ansiedade e burnout nos colaboradores. Empresa que suga sua alma e sua vida!"
3186,3185,,27/03/2024 15:14:49,jcdecaux,diretor comercial causando burnout em metade da empresa
3187,3186,,27/03/2024 22:17:45,jcm niterói refrigeração,"Só visam o setor comercial, esquecem totalmente da logística, que é o coração da empresa. O salário é uma miséria, descontos exorbitantes, banco de horas que eles é que escolhe quando vc vai folgar. Não há NENHUMA chance de crescimento na empresa. Diretoria totalmente defasada, a gerência da filial de Fortaleza é uma piada. Não tem benefício algum, apenas o v.a e mal. Fazem o pessoal da logística operar empilhadeira sem ter habilitação, podendo causar um acidente a qualquer momento. Os extintores e mangueiras de incêndio sempre estão obstruídos. O ambiente parece uma pocilga. Enfim, tem muita coisa pra falar desse ""empresa""🤮🤮🤮"
3188,3187,,18/03/2024 17:34:57,jedis tecnologia,"Demonstra uma cultura saudável e horizontal apenas nas redes sociais. No dia a dia da empresa a realidade é um ambiente onde a gestão não da justificativa para suas tomadas de decisão, com um ambiente onde predominam a voz do mais forte, sem espaço para opiniões e nem debate. A empresa tinha tudo para ser boa, mas a falta de capacitação do time de gestão compromete muito as relações. Com uma forte pressão para fazer as divulgações nas redes sociais e sem nada de efetivo na prática."
3189,3188,,18/03/2024 10:26:52,jedis tecnologia,"Gestão extremamente amadora, não dão espaço para o colaborador comunicar suas angústias, processos mal definidos, arrogância por parte da gestão e liderança"
3190,3189,,27/03/2024 21:04:57,jercilio de oliveira advogados,"Gestores ruins que não valorizam o trabalho dos funcionários, ambiente sem oportunidade de crescimento e completamente tóxico"
3191,3190,,18/03/2024 11:24:40,jet,"Pregam uma empresa justa e vertical, más no primeiro B.O os executivos cortam um grande percentual da empresa para se manterem vivos. Sequer usam estratégias para manter alguém já teve caso de 75% dos funcionários serem demitidos. Uma desumanidade total, sei que empresas precisam fazer isto. Más quando se trata de apenas deixar o executivo com grana no bolso é foda. Uma coisa é a vida da empresa outra coisa é ética moral de executivo."
3192,3191,,27/03/2024 12:33:46,jet,"São extremamente machistas! Cansei de ouvir dos gestores para não contratarem mulheres pois elas engravidam. As mulheres gestoras sofriam muito na mão de seus líderes, ao ponto até de controlarem se queriam engravidar ou não, um absurdo total. Outro ponto é que não promoviam internamente, principalmente as mulheres. Os líderes são totalmente despreparados, a maioria está na empresa à anos e só participa dos melhores projetos os que são puxa sacos destes líderes. Fora a quantidade absurda de layoffs. A JET tem mania de abrir muitas vagas e contratar por projetos, quando não tem mais verba mandam todo mundo embora sem preparo algum. Cobram absurdos dos funcionários e no dia seguinte te mandam embora. Fora obrigar profissionais de determinadas áreas a trabalhar de graça em projeto onde desenvolvedores homens recebiam muito como projeto extra."
3193,3192,,18/03/2024 11:39:31,jettax - tecnologia e serviços on-line,"Todos submetidos a “gestão” do Evandro Mazzante. Ele além de tóxico, é visivelmente racista contra negros e pobres, frequentemente humilha seus funcionários os colocando em comparação de desempenho, utiliza palavras com tom de ironia e sempre demonstra desprezo pelos que estão em nível mais baixo das funções. Outro ponto, estraga todos os processos da empresa."
3194,3193,,27/03/2024 11:59:59,jgp consultoria e participações ltda,"A empresa jaz imóvel, como se congelada nos confins dos anos 90. Seus processos são tão antiquados que chegam a ser risíveis, com o RH emergindo como a mais vergonhosa das figuras, liderado por uma indivídua manifestamente inadequada para o posto, cujo único talento reside em perseguir e humilhar os funcionários com voracidade. Descontos arbitrários em dias de atestado e feriados são praticados no vale-refeição, como se os direitos básicos dos trabalhadores fossem moedas de troca. Planos de saúde e outros benefícios são inexistentes, exceto pelo VR, justificando-se o salário mais elevado apenas como um esmago compensatório pela falta de vantagens que outras empresas forneceriam de forma padrão. O processo de contratação é obscuro, um enigma que até mesmo os mais astutos não conseguem decifrar. No ambiente de trabalho, a organização e a limpeza são conceitos tão distantes quanto a Terra é de Marte."
3195,3194,,27/03/2024 21:54:16,jhsf,Empresa contrata estagiário com a promessa de dar oportunidade para atuar na sua área de estudo quando na verdade passam coisas nada ver com o que foi combinado.
3196,3195,,27/03/2024 21:59:13,jhsf,Pagam o valor de um júnior e exigem performace de Sênior e Especialista
3197,3196,,27/03/2024 22:00:25,jhsf,"Plano de saúde horrível, Notre Dame Intermédica, onde é melhor ir ao SUS do que em um Hospital deles."
3198,3197,,27/03/2024 22:06:10,jhsf,"Poucas, se não nulas, as oportunidades de evolução profissional. Muitos gerentes/diretores e poucos funcionários"
3199,3198,,27/03/2024 22:23:26,jhsf,Ambiente ruim. Funcionários tem o rei na barriga. Péssima localização. Gerentes que não sabem nada. Não tem projeto de nada.
3200,3199,,27/03/2024 09:52:36,jj consulting,Paga mal em PJ e os coordenadores não tem nenhum conhecimento técnico
3201,3200,,27/03/2024 18:21:01,jj consulting,jj é top e o resto é moda
3202,3201,,27/03/2024 13:21:57,jk cafeteria e conveniência,Assédio moral
3203,3202,,27/03/2024 21:20:25,jlcs corretora de seguros,O supervisor não faz absolutamente nada a não ser ficar jogando video game e fazendo piada do dia todo. Quando há dúvida sempre fala que nao sabe.
3204,3203,,27/03/2024 06:39:34,jmv technology,"O patrão explora estagiarios em numero maior que permitido por lei com carga horaria maior ate que a do clt sindical, toma decisões tecnicas top-down sem o menor embasamento, grita com os funcionarios, e ainda força um contrato de 2 anos totalmente unilateral ao contratar. contrata apenas recem formados e oferece nada de carreira."
3205,3204,,27/03/2024 09:26:35,jn moura sistemas de gestão,"Falta de estrutura básica para trabalhar remoto, gestão antiga e conservadora, salários baixíssimos, acham que estão fazendo favor pelo remoto/presencial, quase 0 benefícios. É uma empresa boa para quem quer entrar na área de TI e ter a primeira experiência."
3206,3205,,27/03/2024 16:16:33,jna telecom,"Dono tóxico, só fala gritando, nao gosta de pagar mas gosta de pedir. Produtos que são vendidos são USADOS e muitas vezes DEFEITUOSOS"
3207,3206,,27/03/2024 12:49:16,jobhome,"Empresa totalmente desorganizada, faz os funcionários de palhaço e ainda não paga os benefícios certinho. Paga FGTS em atraso também"
3208,3207,,27/03/2024 12:50:19,jobhome,"Empresa não é grande, mas é tão tóxica quanto as grandes."
3209,3208,,25/03/2024 20:13:33,jogoglobal,"Salários bons, mas ambiente desorganizado, sem feedbacks, demandas absurdas, estimula bournout."
3210,3209,,27/03/2024 15:06:25,joyjet,"pagam super mal e exploram trabalhadores brasileiros para projetos franceses, esperam que voce trabalhe 24/7 e o PO é um arrogante do caralho"
3211,3210,,27/03/2024 09:28:23,jr motos,"Chefe tóxico, o legítimo ''velho que estaciona o carrão em 2 vagas'', xinga todos os funcionários, não respeita horário de intervalo. Desmotiva funcionários, grosso e ignorante."
3212,3211,,27/03/2024 20:47:05,jr reparos,Exploração de trabalho
3213,3212,,27/03/2024 21:38:20,jsl entender para atender,"Para subir de cargo tem que puxar o saco dos chefes, hora extra até a morte. Não tem respeito algum pelos funcionários, se adoecer você já era"
3214,3213,,27/03/2024 22:47:10,jsl entender para atender,"Pra subir de cargo só sendo peixe de alguém e os que são não tem preparo algum, fodem com o psicológico dos funcionários e não querem que tenham vida fora da empresa sobrecarregando os funcionários com horas extras até a hora da morte"
3215,3214,,27/03/2024 22:47:51,jsl entender para atender,"Pra subir de cargo só sendo peixe de alguém e os que são não tem preparo algum, fodem com o psicológico dos funcionários e não querem que tenham vida fora da empresa sobrecarregando os funcionários com horas extras até a hora da morte"
3216,3215,,27/03/2024 22:48:31,jsl entender para atender,"Pra subir de cargo só sendo peixe de alguém e os que são não tem preparo algum, fodem com o psicológico dos funcionários e não querem que tenham vida fora da empresa sobrecarregando os funcionários com horas extras até a hora da morte"
3217,3216,,18/03/2024 09:06:42,jtp datasolution,"Dev PJ Recebendo 2000 (""Pj para pagar mais"")"
3218,3217,,27/03/2024 12:02:19,juca bala,Ruim
3219,3218,,18/03/2024 11:34:29,jump label,Não sabem o que fazer quando acaba o projeto e demitem os funcionários
3220,3219,,27/03/2024 14:53:31,junto seguros,"Empresa com mentalidade 100% familiar, paga de tecnologica mas esta presa na idade da pedra. Bons funcionarios saem logo por perceber o barco afundando, outros bons funcionarios ficam apenas se não tem amor proprio ou impeto de ir para um lugar melhor. As metodologias ""ageis"" são livros carregados de baixo do braço como biblias, chamam de agilista pessoas sem a menor capacidade de lidar com pessoas, chegando a ser petulantes."
3221,3220,,18/03/2024 09:41:42,juntos somos mais,"Duas demissões em massa em menos de um ano, coordenação totalmente despreparada, dia a dia caótico com muitas pressões e 'apagação de incêndio', desenvolvedores mais seniores/staffs são extremamente soberbos e 0 solícitos, processos internos muito bagunçados, alguns PO's muito perdidos e sofrendo uma pressão absurda para os problemas do dia a dia, empresa é guiada por outras 3 empresas maiores que determinam  como tudo vai seguir e isso por si só já sabem o que pode dar né ?! Se as empresas maiores disserem A, fazemos A, se amanhã falarem B, vamos ter que mudar tudo e fazer B."
3222,3221,,26/03/2024 23:00:55,juntos somos mais,"Para ser promovido você precisa puxar saco de todo mundo, ser exibido e subir a pé o Cristo Redentor"
3223,3222,,26/03/2024 23:01:20,juntos somos mais,vale alimentação muito baixo e liderança perdida
3224,3223,,26/03/2024 23:02:40,juntos somos mais,"A qualquer momento você pode ser mandado embora, as decisões não são tomadas com transparência e você nunca sabe o que realmente está acontecendo"
